ID,JudulBuku,Penulis,Penerbit,JumlahHalaman,Genre,TahunTerbit,ISBN,Stok,TanggalMasuk,Ketersediaan,Deskripsi,TotalDipinjam,
B247,Pondok Pesantren di Tengah Hutan Angker,Ustadz Penakluk Jin,Kisah Santri Gaib,350,horor,2025,9.78106E+12,9,5/27/2025,Tersedia,Para santri dan ustadz dihadapkan pada gangguan makhluk halus dari hutan sekitar pesantren.,0,
B248,Misi Penyelamatan Sandera di Kapal Pesiar,Tim Alpha Seal,Laut Merah Membara,420,aksi,2022,9.78219E+12,18,9/24/2022,Tersedia,Pasukan khusus menyerbu kapal pesiar yang dibajak teroris untuk menyelamatkan sandera.,0,
B249,Pegasus Bersayap Pelangi Penjaga Surga,Celestia Skyhoof,Mitologi Kayangan,575,fantasi,2024,9.78333E+12,10,2/5/2024,Tersedia,Legenda Pegasus ajaib yang menjaga gerbang surga dari kekuatan jahat.,0,
B250,Kumpulan Status Medsos Paling Bikin Ngakak,Netizen +62 Lucu,Viral Tawa Digital,250,comedi,2023,9.78446E+12,21,10/14/2023,Tersedia,"Kompilasi status, komentar, dan meme terlucu dari berbagai platform media sosial.",0,
B251,Rumah Pemotongan Hewan Ilegal Penuh Kengerian,Slasher Chainsaw,Daging Segar Berdarah,310,gore,2025,9.78559E+12,4,1/10/2025,Tersedia,Investigasi jurnalis mengungkap rumah pemotongan hewan ilegal yang juga memproses manusia.,0,
B252,Cinta Bertepuk Sebelah Tangan di Stasiun Kereta,Penunggu Peron Hati,Rel Asmara Patah,335,romantis,2022,9.78673E+12,17,7/27/2022,Tersedia,Kisah pilu cinta tak terbalas yang bersemi dan berakhir di stasiun kereta.,0,
B253,Dunia Virtual Utopia atau Distopia?,Avatar Coder X,Realitas Digital Baru,540,scifi,2024,9.78786E+12,9,3/14/2024,Tersedia,Eksplorasi masa depan di mana manusia lebih banyak hidup di dunia virtual yang sempurna namun penuh kontrol.,0,
B254,Kafe Kucing Tempat Curhat,Mpus Penyayang,Meong Meong Stories,120,slice of life,2023,9.78899E+12,28,9/1/2023,Tersedia,Kisah-kisah mengharukan dari para pengunjung kafe kucing yang mencari teman curhat.,0,
B255,Pembalasan Dendam Sang Pewaris Takhta yang Terbuang,Pangeran Kegelapan,Saga Balas Dendam,450,drama,2025,9.78913E+12,7,5/2/2025,Tersedia,Seorang pangeran yang diasingkan kembali untuk merebut takhta dan membalas dendam.,0,
B256,Teror Psikopat di Kota Kecil,Detektif Waspada,Jejak Kriminal Kelam,360,psikological,2022,9.78026E+12,12,6/7/2022,Tersedia,Serangkaian pembunuhan misterius oleh psikopat cerdas meneror sebuah kota kecil yang damai.,0,
B257,Jaringan 5G dan Revolusi Industri 4.0,Prof. Sinyal Kuat,Koneksi Cepat Press,490,teknologi,2024,9.78139E+12,13,2/19/2024,Tersedia,"Dampak teknologi 5G terhadap otomatisasi industri, IoT, dan kehidupan pintar.",0,
B258,Sekolah Asrama Putri Berhantu di Tepi Hutan,Siswi Penakut,Malam Jeritan,355,horor,2023,9.78253E+12,8,10/25/2023,Tersedia,Para siswi di asrama terpencil mengalami gangguan dari arwah-arwah siswi yang meninggal tragis.,0,
B259,Pemburu Bayaran Melawan Kartel Senjata Ilegal,Maximus Steel,Operasi Global Hitam,425,aksi,2025,9.78366E+12,18,3/27/2025,Tersedia,Pemburu bayaran internasional disewa untuk menghancurkan jaringan kartel senjata ilegal.,0,
B260,Negeri Para Goblin Penambang Permata,Grizelda Rockbiter,Tambang Fantasi Ajaib,580,fantasi,2022,9.78479E+12,11,8/13/2022,Tersedia,Petualangan di kerajaan bawah tanah para goblin yang menambang permata berkekuatan sihir.,0,
B261,Kumpulan Teka-Teki Super Ngawur Pak Bendot,Pak Bendot Bingung,Logika Miring,255,comedi,2024,9.78593E+12,22,1/5/2024,Tersedia,Teka-teki lucu dan menjebak dari Pak Bendot yang jawabannya selalu di luar nalar.,0,
B262,Kanibalisme di Kapal Terdampar,Kapten Rakus,Samudra Kelaparan,315,gore,2023,9.78606E+12,0,7/18/2023,Kosong,Para penumpang kapal yang terdampar di pulau kosong terpaksa melakukan kanibalisme untuk bertahan hidup.,0,
B263,Cinta Rahasia Sang Penulis Novel Misteri,Agatha Christie KW,Tinta Asmara Tersembunyi,340,romantis,2025,9.78719E+12,16,4/11/2025,Tersedia,Seorang penulis novel misteri terkenal diam-diam jatuh cinta pada detektif yang menginspirasi karakternya.,0,
B264,Perjalanan Antar Dimensi Melalui Gerbang Kosmik,Dr. Vortex Gate,Teori Multiverse,545,scifi,2022,9.78833E+12,10,9/30/2022,Tersedia,Penemuan gerbang kosmik yang memungkinkan perjalanan ke alam semesta paralel dengan hukum fisika berbeda.,0,
B265,Bapak Satpam Kompleks dan Kucingnya,Pak Jaga Setia,Harmoni Perumahan,115,slice of life,2024,9.78946E+12,29,5/16/2024,Tersedia,Keseharian seorang bapak satpam kompleks yang ramah dan kucing kesayangannya yang selalu menemani.,0,
B266,Pengkhianatan di Puncak Kekuasaan Politik,Senator Licik,Arena Intrik Senayan,455,drama,2023,9.78059E+12,7,6/23/2023,Tersedia,Kisah pengkhianatan dan perebutan kekuasaan di antara para elit politik.,0,
B267,Mimpi Bertemu Arwah Leluhur,Indigo Visioner,Komunikasi Gaib,365,psikological,2025,9.78173E+12,12,2/3/2025,Tersedia,Pengalaman seorang indigo yang sering berkomunikasi dengan arwah leluhur melalui mimpi.,0,
B268,Kriptografi dan Keamanan Jaringan Komputer,Ahli Sandi Digital,Kode Rahasia Siber,495,teknologi,2022,9.78286E+12,14,11/7/2022,Tersedia,Teknik-teknik kriptografi modern untuk mengamankan data dan jaringan komputer dari serangan.,0,
B269,Legenda Siluman Buaya Putih Penjaga Sungai,Ki Jagawana,Mitos Air Keruh,360,horor,2024,9.78399E+12,8,3/2/2024,Tersedia,Cerita rakyat tentang siluman buaya putih yang menjaga sebuah sungai angker dan meminta tumbal.,0,
B270,Tim Penyelamat Bencana Alam Lintas Negara,Relawan Heroik,Operasi Kemanusiaan,430,aksi,2023,9.78413E+12,19,8/26/2023,Tersedia,Aksi heroik tim SAR internasional dalam menyelamatkan korban bencana alam di berbagai negara.,0,
B271,Akademi Ksatria Penunggang Naga Langit,Sir Reginald Drake,Skuadron Api Fantasi,585,fantasi,2025,9.78526E+12,11,1/20/2025,Tersedia,Pelatihan para ksatria muda untuk menjadi penunggang naga legendaris.,0,
B272,Salah Kirim Chat ke Calon Mertua,Joko Panik,Keluarga Ngakak,260,comedi,2022,9.78639E+12,23,10/20/2022,Tersedia,Kekacauan dan kelucuan akibat salah mengirim pesan teks ke grup keluarga calon mertua.,0,
B273,Kamar Bedah Dr. Frankenstein Modern,Igor Asisten Gila,Eksperimen Mayat Hidup,320,gore,2024,9.78753E+12,4,4/27/2024,Tersedia,Seorang ilmuwan obsesif mencoba menghidupkan kembali mayat dengan metode mengerikan.,0,
B274,Cinta Tak Sampai Sang Barista Kopi,Joe Latte,Aroma Asmara Pahit,345,romantis,2023,9.78866E+12,17,7/9/2023,Tersedia,Kisah cinta seorang barista yang memendam perasaan pada pelanggan setianya.,0,
B275,Serangan Virus Nano Pembentuk Ulang DNA,Bio-Tekno Terror,Pandemi Sintetis,550,scifi,2025,9.78979E+12,10,5/14/2025,Tersedia,Virus nano rekayasa genetika mengancam untuk mengubah DNA seluruh umat manusia.,0,
B276,Tukang Becak Naik Haji,Pak Soleh Ikhlas,Berkah Ilahi Stories,110,slice of life,2023,9.78012E+12,30,1/15/2023,Tersedia,Kisah inspiratif perjuangan seorang tukang becak menabung untuk naik haji.,0,
B277,Perang Saudara Antar Klan Vampir,Lord Vlad Bloodlust,Darah Abadi Saga,460,drama,2025,9.78123E+12,7,2/20/2025,Tersedia,Konflik berdarah dan pengkhianatan dalam perang saudara memperebutkan kekuasaan tertinggi klan vampir.,0,
B278,Skizofrenia: Realitas Ganda Sang Seniman,Pelukis Halusinasi,Kanvas Jiwa Terbelah,370,psikological,2022,9.78235E+12,11,8/8/2022,Tersedia,Perjuangan seorang seniman melawan skizofrenia dan membedakan antara realitas dan halusinasi.,0,
B279,Internet Cepat untuk Desa Terpencil,Relawan Digital Desa,Jaringan Merata,499,teknologi,2024,9.78346E+12,14,4/4/2024,Tersedia,Upaya relawan membangun infrastruktur internet untuk membuka akses informasi di desa terpencil.,0,
B280,Gereja Tua di Malam Halloween,Pastor Penakut,Lonceng Kematian,365,horor,2023,9.78457E+12,9,10/31/2023,Tersedia,Sekelompok remaja terjebak di gereja tua saat malam Halloween dan diganggu kekuatan jahat.,0,
B281,Pemburu Harta Karun di Segitiga Bermuda,Kapten Jack Aneh,Misteri Lautan Hilang,435,aksi,2025,9.78568E+12,18,1/9/2025,Tersedia,Petualangan berbahaya mencari harta karun legendaris di wilayah Segitiga Bermuda yang misterius.,0,
B282,Kerajaan Peri Debu Bintang,Ratu Titania Stardust,Sihir Kosmik Fantasi,590,fantasi,2022,9.78679E+12,10,6/25/2022,Tersedia,Kisah kerajaan peri yang hidup di antara bintang-bintang dan menjaga keseimbangan alam semesta.,0,
B283,Kumpulan Puisi Jenaka Anak Kos,Penyair Tanggal Tua,Dompet Menangis,265,comedi,2024,9.78789E+12,24,3/19/2024,Tersedia,Puisi-puisi lucu tentang suka duka kehidupan anak kos yang serba pas-pasan.,0,
B284,Manusia Cyborg Pembantai di Kota Neo-Tokyo,Unit 731X,Logam Berkarat Darah,325,gore,2023,9.7889E+12,5,9/12/2023,Tersedia,Manusia setengah robot hasil eksperimen gagal mengamuk dan membantai penduduk kota masa depan.,0,
B285,Lamaran Tak Terduga di Puncak Gunung Rinjani,Pendaki Cinta Sejati,Roman Ketinggian,350,romantis,2025,9.78901E+12,17,5/21/2025,Tersedia,Seorang pendaki melamar kekasihnya dengan cara tak terduga di puncak Gunung Rinjani.,0,
B286,Simulasi Perang Nuklir Global,Jenderal Kiamat Atom,Strategi Akhir Dunia,555,scifi,2022,9.78012E+12,8,11/16/2022,Tersedia,Simulasi komputer yang sangat realistis tentang dampak perang nuklir global terhadap peradaban.,0,
B287,Warung Kopi Pojok Kenangan,Mbakyu Rindu,Seruput Cerita Lama,105,slice of life,2024,9.78123E+12,29,2/1/2024,Tersedia,Setiap sudut warung kopi ini menyimpan kenangan dan cerita dari para pelanggannya selama bertahun-tahun.,0,
B288,Kudeta Militer Berdarah Dingin,Kolonel Pengkhianat,Rezim Otoriter Baru,460,drama,2023,9.78235E+12,7,7/6/2023,Tersedia,Pengambilalihan kekuasaan secara paksa oleh militer yang berujung pada pertumpahan darah.,0,
B289,Fenomena Deja Vu dan Ingatan Paralel,Dr. Echo Moment,Dimensi Memori,375,psikological,2025,9.78346E+12,12,3/3/2025,Tersedia,Penelitian tentang fenomena deja vu dan kemungkinannya terkait dengan ingatan dari alam semesta paralel.,0,
B290,Data Mining untuk Analisis Pasar,Pakar Tren Konsumen,Algoritma Prediktif,500,teknologi,2022,9.78457E+12,15,9/9/2022,Tersedia,Teknik data mining untuk menemukan pola perilaku konsumen dan memprediksi tren pasar.,0,
B291,Pabrik Tua Bekas Pembantaian Massal,Investigator Paranormal,Jejak Darah Industri,370,horor,2024,9.78568E+12,9,4/28/2024,Tersedia,Sebuah pabrik tua yang angker ternyata menyimpan sejarah kelam pembantaian massal.,0,
B292,Pemburu Mafia Narkoba Lintas Benua,Agen Interpol Kobra,Jaringan Narkotika Global,440,aksi,2023,9.78679E+12,20,6/11/2023,Tersedia,Operasi gabungan interpol memburu gembong narkoba internasional yang sangat licin.,0,
B293,Peri Pelindung Hutan Kristal Ajaib,Sylphida Gemsparkle,Sihir Alam Murni,595,fantasi,2025,9.78789E+12,10,1/26/2025,Tersedia,Peri penjaga hutan kristal melawan kekuatan gelap yang ingin merusak keajaiban alam.,0,
B294,Kumpulan Cerita Humor Kantor HRD,Bu Bos Galak Lucu,Rekrutmen Kocak,270,comedi,2022,9.7889E+12,25,12/24/2022,Tersedia,Kejadian-kejadian lucu dan aneh di departemen HRD sebuah perusahaan.,0,
B295,Tukang Daging dari Neraka,Hell's Butcher,Potongan Tubuh Segar,330,gore,2024,9.78901E+12,0,5/13/2024,Kosong,Sosok misterius berjubah tukang daging muncul dan menebar teror dengan kapaknya.,0,
B296,Cinta Kilat di Aplikasi Kencan Online,Swipe Right Love,Roman Digital Modern,355,romantis,2023,9.78012E+12,18,10/8/2023,Tersedia,Dua orang menemukan cinta sejati melalui aplikasi kencan online meski awalnya penuh keraguan.,0,
B297,Eksperimen Teleportasi Antar Planet Gagal Total,Dr. Warp Disaster,Portal Rusak,560,scifi,2025,9.78123E+12,8,2/14/2025,Tersedia,Eksperimen teleportasi antar planet yang gagal mengakibatkan makhluk aneh muncul di Bumi.,0,
B298,Tukang Cukur Langganan Presiden,Pak Pangkas Istana,Gunting Emas Cerita,100,slice of life,2022,9.78235E+12,30,7/2/2022,Tersedia,Kisah unik dan rahasia di balik kursi cukur langganan presiden.,0,
B299,Tragedi Cinta Terlarang Pewaris Perkebunan,Nona Victoria Kolonial,Asmara Di Bawah Penjajahan,465,drama,2024,9.78346E+12,7,3/9/2024,Tersedia,Kisah cinta tragis antara noni Belanda dan pribumi di era kolonial yang berakhir pilu.,0,
B300,Pengaruh Warna Terhadap Psikologi Manusia,Dr. Chroma Psyche,Spektrum Emosi,380,psikological,2023,9.78457E+12,13,8/21/2023,Tersedia,"Bagaimana berbagai warna dapat mempengaruhi suasana hati, perilaku, dan persepsi manusia.",0,
B301,Deep Learning untuk Pengenalan Wajah,Dr. Visi Komputer,AI Vision Press,470,teknologi,2024,9.78568E+12,15,1/18/2024,Tersedia,Implementasi deep learning untuk sistem pengenalan wajah yang akurat dan cepat.,0,
B302,Apartemen Berhantu di Lantai Atas,Penghuni Gaib,Koridor Gelap Publishing,385,horor,2023,9.78679E+12,6,8/8/2023,Tersedia,Pasangan baru pindah ke apartemen mewah yang ternyata lantai atasnya berhantu.,0,
B303,Tim Elit Penyelamat dari Serangan Alien,Komandan Tempur X,Invasi Bumi Defend,445,aksi,2025,9.78789E+12,19,3/22/2025,Tersedia,Tim khusus dibentuk untuk melawan invasi alien yang mengancam menghancurkan Bumi.,0,
B304,Negeri Ajaib Para Peri Hutan Pelangi,Ratu Flora Dewdrop,Sihir Alam Semesta,600,fantasi,2022,9.7889E+12,11,7/14/2022,Tersedia,Petualangan di negeri peri yang hutannya mengeluarkan cahaya pelangi dan penuh keajaiban.,0,
B305,Kumpulan Cerita Lucu Supir Angkot,Bang Supir Kocak,Terminal Tawa,275,comedi,2024,9.78901E+12,26,4/9/2024,Tersedia,Pengalaman-pengalaman lucu dan unik seorang supir angkot dalam melayani penumpangnya.,0,
B306,Pembedahan Otak oleh Dokter Psikopat,Dr. Neuro Cutter,Lobotomy Maut,335,gore,2023,9.78012E+12,3,9/29/2023,Tersedia,Seorang ahli bedah saraf terkenal ternyata adalah psikopat yang melakukan eksperimen mengerikan.,0,
B307,Cinta Terhalang Kasta di Kerajaan Jawa Kuno,Raden Mas Asmoro,Roman Sejarah Nusantara,360,romantis,2025,9.78123E+12,17,1/4/2025,Tersedia,Kisah cinta tragis antara pangeran dan gadis desa yang terhalang perbedaan kasta.,0,
B308,Peradaban Manusia di Bawah Kubah Mars,Kolonis Merah,Planet Harapan Baru,565,scifi,2022,9.78235E+12,10,11/26/2022,Tersedia,Kehidupan manusia di dalam kubah raksasa di planet Mars setelah Bumi tidak bisa dihuni.,0,
B309,Kantin Sekolah Penuh Cerita,Mpok Jajan Ceria,Generasi Micin Stories,95,slice of life,2024,9.78346E+12,30,5/1/2024,Tersedia,"Kisah-kisah lucu, haru, dan unik dari kantin sekolah yang menjadi saksi bisu.",0,
B310,Skandal Perselingkuhan CEO dengan Sekretaris,Investigator Swasta,Panas Dingin Korporat,470,drama,2023,9.78457E+12,7,6/17/2023,Tersedia,Terbongkarnya skandal perselingkuhan CEO perusahaan besar yang menggemparkan.,0,
B311,Mengatasi Fobia Sosial dengan Terapi Kognitif,Dr. Berani Bicara,Zona Nyaman Press,385,psikological,2025,9.78568E+12,13,2/12/2025,Tersedia,Panduan praktis mengatasi fobia sosial dan meningkatkan kepercayaan diri dengan terapi perilaku kognitif.,0,
B312,Pengembangan Aplikasi Web Progresif (PWA),Web Dev Modern,Kode Responsif,505,teknologi,2022,9.78679E+12,16,8/30/2022,Tersedia,"Teknik membangun PWA yang cepat, andal, dan dapat diinstal seperti aplikasi native.",0,
B313,Pulau Boneka Arwah di Tengah Samudra,Pelaut Terkutuk,Laut Berkabut Hantu,390,horor,2024,9.78789E+12,0,1/29/2024,Kosong,Kisah mengerikan para pelaut yang terdampar di pulau terpencil yang dipenuhi boneka berarwah.,0,
B314,Agen Ganda di Sarang Teroris Internasional,Alex Double Agent,Misi Penyamaran Global,450,aksi,2023,9.7889E+12,19,7/2/2023,Tersedia,Seorang agen ganda menyusup ke organisasi teroris untuk membongkar rencana jahat mereka.,0,
B315,Kerajaan Satwa Ajaib Penjaga Hutan Purba,Raja Simba Perkasa,Sihir Fauna Fantasi,605,fantasi,2025,9.78901E+12,12,4/13/2025,Tersedia,Para satwa ajaib dengan kemampuan sihir bersatu melindungi hutan purba dari kehancuran.,0,
B316,Kumpulan Cerita Gokil Salah Alamat,Kurir Linglung,Paket Nyasar Lucu,280,comedi,2022,9.78012E+12,27,10/6/2022,Tersedia,Kejadian-kejadian lucu akibat salah alamat yang dialami seorang kurir pengantar paket.,0,
B317,Koleksi Video Snuff Ilegal di Deep Web,Detektif Cyber Crime,Jejak Digital Berdarah,340,gore,2024,9.78123E+12,4,5/22/2024,Tersedia,Investigasi polisi siber mengungkap jaringan pembuatan dan penjualan video penyiksaan di deep web.,0,
B318,Cinta Sejati Melintasi Dimensi Waktu,Penjelajah Hati Abadi,Roman Lintas Zaman,365,romantis,2023,9.78235E+12,18,9/19/2023,Tersedia,"Dua jiwa yang saling mencintai terpisah oleh waktu, namun takdir mempertemukan mereka kembali.",0,
B319,Federasi Planet-Planet Melawan Invasi Robotik,Presiden Galaktika Bersatu,Aliansi Bintang,570,scifi,2025,9.78346E+12,10,2/7/2025,Tersedia,Gabungan planet-planet membentuk aliansi untuk melawan invasi ras robotik yang superior.,0,
B320,Warung Angkringan Tempat Berbagi Cerita,Lik Man Santai,Wedang Jahe Kehidupan,90,slice of life,2022,9.78457E+12,30,6/12/2022,Tersedia,"Setiap malam, warung angkringan menjadi tempat berbagai kalangan berbagi cerita dan tawa.",0,
B321,Konflik Warisan Keluarga Seniman Ternama,Kurator Seni Gelap,Galeri Intrik,475,drama,2024,9.78568E+12,7,1/11/2024,Tersedia,Perebutan warisan lukisan mahal seorang seniman legendaris di antara para ahli warisnya.,0,
B322,Memori Fotografis dan Kemampuan Super Otak,Prof. Savant Genius,Kapasitas Kognitif,390,psikological,2023,9.78679E+12,13,8/24/2023,Tersedia,Studi kasus dan penelitian tentang orang-orang dengan kemampuan memori fotografis luar biasa.,0,
B323,Sistem Operasi Real-Time untuk Robot Industri,Kernel Presisi,Otomasi Pabrik,510,teknologi,2025,9.78789E+12,15,3/8/2025,Tersedia,Pengembangan sistem operasi khusus untuk mengendalikan robot industri dengan presisi tinggi.,0,
B324,Legenda Nyi Roro Kidul Versi Modern,Ratu Pantai Selatan Milenial,Mitos Urban Laut,395,horor,2022,9.7889E+12,8,11/13/2022,Tersedia,Interpretasi modern legenda Nyi Roro Kidul yang meneror para wisatawan di pantai selatan.,0,
B325,Pasukan Berani Mati Melawan Diktator Kejam,Jenderal Pemberontak,Revolusi Berdarah,455,aksi,2024,9.78901E+12,20,4/1/2024,Tersedia,Perjuangan pasukan pemberontak menggulingkan rezim diktator yang telah berkuasa puluhan tahun.,0,
B326,Kerajaan Bawah Tanah Kaum Mole Man,Raja Galian Dalam,Dunia Gelap Fantasi,610,fantasi,2023,9.78012E+12,11,6/29/2023,Tersedia,Penemuan peradaban manusia tikus tanah yang hidup di bawah permukaan bumi.,0,
B327,Kumpulan Cerita Motivasi Gagal Jadi Sukses,Bangkit Dari Jatuh,Inspirasi Hidup,285,comedi,2025,9.78123E+12,28,1/25/2025,Tersedia,Cerita-cerita lucu namun inspiratif dari orang-orang yang gagal berkali-kali sebelum sukses.,0,
B328,Kamar Rahasia Penuh Koleksi Mengerikan,Kolektor Barang Aneh,Artefak Terkutuk,345,gore,2022,9.78235E+12,5,9/7/2022,Tersedia,Sebuah rumah tua menyimpan kamar rahasia berisi koleksi barang-barang mengerikan dari seluruh dunia.,0,
B329,Jodoh Tak Terduga di Kereta Api Senja,Penumpang Hati Sepi,Rel Cinta Takdir,370,romantis,2024,9.78346E+12,19,2/16/2024,Tersedia,Dua orang dengan latar belakang berbeda bertemu di kereta api dan menemukan kecocokan.,0,
B330,Pemberontakan Android di Kota Masa Depan,Unit Kesadaran Sintetis,Revolusi Robotik,575,scifi,2023,9.78457E+12,10,10/22/2023,Tersedia,Android dengan kesadaran penuh menuntut hak dan memberontak melawan manusia.,0,
B331,Pedagang Kaki Lima Naik Kelas,Pak Untung Inovatif,UKM Sukses Cerita,85,slice of life,2025,9.78568E+12,30,5/11/2025,Tersedia,Kisah sukses seorang pedagang kaki lima yang berhasil mengembangkan usahanya menjadi besar.,0,
B332,Konspirasi Pembunuhan Presiden Terbongkar,Agen Rahasia Negara,Jaringan Intelijen Gelap,480,drama,2022,9.78679E+12,6,7/5/2022,Tersedia,Seorang agen rahasia mengungkap konspirasi tingkat tinggi di balik upaya pembunuhan presiden.,0,
B333,Efek Musik Klasik Terhadap Kecerdasan Bayi,Dr. Mozart Junior,Stimulasi Otak Dini,395,psikological,2024,9.78789E+12,14,3/27/2024,Tersedia,Penelitian dampak mendengarkan musik klasik terhadap perkembangan kognitif bayi dan anak-anak.,0,
B334,Smart City: Integrasi Teknologi Perkotaan,Urbanis Inovator,Kota Masa Depan Cerdas,515,teknologi,2023,9.7889E+12,16,9/5/2023,Tersedia,Konsep dan implementasi teknologi pintar untuk menciptakan kota yang efisien dan berkelanjutan.,0,
B335,Kisah Akhir Zaman: Pertarungan Terakhir,Nabi Penutup Era,Wahyu Kiamat,650,fantasi,2025,9.78901E+12,5,4/30/2025,Tersedia,Interpretasi epik tentang akhir zaman dan pertarungan terakhir antara kebaikan dan kejahatan.,0,
