ISBN,JudulBuku,Penulis,Penerbit,JumlahHalaman,Genre,TahunTerbit,Stok,TanggalMasuk,Ketersediaan,Deskripsi,TotalDipinjam
9784851226354,Kriptografi dan Keamanan Jaringan Komputer,Ahli Sandi Digital,Kode Rahasia Siber,495,teknologi,2022,14,07-11-2022,Tersedia,Teknik-teknik kriptografi modern untuk mengamankan data dan jaringan komputer dari serangan.,0
9781306624614,Legenda Siluman Buaya Putih Penjaga Sungai,Ki Jagawana,Mitos Air Keruh,360,horor,2024,8,02-03-2024,Tersedia,Cerita rakyat tentang siluman buaya putih yang menjaga sebuah sungai angker dan meminta tumbal.,0
9786307360534,Tim Penyelamat Bencana Alam Lintas Negara,Relawan Heroik,Operasi Kemanusiaan,430,aksi,2023,19,26-08-2023,Tersedia,Aksi heroik tim SAR internasional dalam menyelamatkan korban bencana alam di berbagai negara.,0
9782529310134,Akademi Ksatria Penunggang Naga Langit,Sir Reginald Drake,Skuadron Api Fantasi,585,fantasi,2025,11,20-01-2025,Tersedia,Pelatihan para ksatria muda untuk menjadi penunggang naga legendaris.,0
9788513298215,Salah Kirim Chat ke Calon Mertua,Joko Panik,Keluarga Ngakak,260,comedi,2022,23,20-10-2022,Tersedia,Kekacauan dan kelucuan akibat salah mengirim pesan teks ke grup keluarga calon mertua.,0
9784652550648,Kamar Bedah Dr. Frankenstein Modern,Igor Asisten Gila,Eksperimen Mayat Hidup,320,gore,2024,4,27-04-2024,Tersedia,Seorang ilmuwan obsesif mencoba menghidupkan kembali mayat dengan metode mengerikan.,0
9789221581083,Cinta Tak Sampai Sang Barista Kopi,Joe Latte,Aroma Asmara Pahit,345,romantis,2023,17,09-07-2023,Tersedia,Kisah cinta seorang barista yang memendam perasaan pada pelanggan setianya.,0
9783298002459,Serangan Virus Nano Pembentuk Ulang DNA,Bio-Tekno Terror,Pandemi Sintetis,550,scifi,2025,10,14-05-2025,Tersedia,Virus nano rekayasa genetika mengancam untuk mengubah DNA seluruh umat manusia.,0
9783513517695,Tukang Becak Naik Haji,Pak Soleh Ikhlas,Berkah Ilahi Stories,110,slice of life,2023,30,15-01-2023,Tersedia,Kisah inspiratif perjuangan seorang tukang becak menabung untuk naik haji.,0
9788303980113,Perang Saudara Antar Klan Vampir,Lord Vlad Bloodlust,Darah Abadi Saga,460,drama,2025,7,20-02-2025,Tersedia,Konflik berdarah dan pengkhianatan dalam perang saudara memperebutkan kekuasaan tertinggi klan vampir.,0
9789551946296,Skizofrenia: Realitas Ganda Sang Seniman,Pelukis Halusinasi,Kanvas Jiwa Terbelah,370,psikological,2022,11,08-08-2022,Tersedia,Perjuangan seorang seniman melawan skizofrenia dan membedakan antara realitas dan halusinasi.,0
9789788811152,Internet Cepat untuk Desa Terpencil,Relawan Digital Desa,Jaringan Merata,499,teknologi,2024,14,04-04-2024,Tersedia,Upaya relawan membangun infrastruktur internet untuk membuka akses informasi di desa terpencil.,0
9781706093523,Gereja Tua di Malam Halloween,Pastor Penakut,Lonceng Kematian,365,horor,2023,9,31-10-2023,Tersedia,Sekelompok remaja terjebak di gereja tua saat malam Halloween dan diganggu kekuatan jahat.,0
9788832101759,Pemburu Harta Karun di Segitiga Bermuda,Kapten Jack Aneh,Misteri Lautan Hilang,435,aksi,2025,18,09-01-2025,Tersedia,Petualangan berbahaya mencari harta karun legendaris di wilayah Segitiga Bermuda yang misterius.,0
9785607339158,Kerajaan Peri Debu Bintang,Ratu Titania Stardust,Sihir Kosmik Fantasi,590,fantasi,2022,10,25-06-2022,Tersedia,Kisah kerajaan peri yang hidup di antara bintang-bintang dan menjaga keseimbangan alam semesta.,0
9781725901883,Kumpulan Puisi Jenaka Anak Kos,Penyair Tanggal Tua,Dompet Menangis,265,comedi,2024,24,19-03-2024,Tersedia,Puisi-puisi lucu tentang suka duka kehidupan anak kos yang serba pas-pasan.,0
9788047912433,Manusia Cyborg Pembantai di Kota Neo-Tokyo,Unit 731X,Logam Berkarat Darah,325,gore,2023,5,12-09-2023,Tersedia,Manusia setengah robot hasil eksperimen gagal mengamuk dan membantai penduduk kota masa depan.,0
9789932778355,Lamaran Tak Terduga di Puncak Gunung Rinjani,Pendaki Cinta Sejati,Roman Ketinggian,350,romantis,2025,17,21-05-2025,Tersedia,Seorang pendaki melamar kekasihnya dengan cara tak terduga di puncak Gunung Rinjani.,0
9782041378239,Simulasi Perang Nuklir Global,Jenderal Kiamat Atom,Strategi Akhir Dunia,555,scifi,2022,8,16-11-2022,Tersedia,Simulasi komputer yang sangat realistis tentang dampak perang nuklir global terhadap peradaban.,0
9788072301766,Warung Kopi Pojok Kenangan,Mbakyu Rindu,Seruput Cerita Lama,105,slice of life,2024,29,01-02-2024,Tersedia,Setiap sudut warung kopi ini menyimpan kenangan dan cerita dari para pelanggannya selama bertahun-tahun.,0
9785515446141,Kudeta Militer Berdarah Dingin,Kolonel Pengkhianat,Rezim Otoriter Baru,460,drama,2023,7,06-07-2023,Tersedia,Pengambilalihan kekuasaan secara paksa oleh militer yang berujung pada pertumpahan darah.,0
9789751981953,Fenomena Deja Vu dan Ingatan Paralel,Dr. Echo Moment,Dimensi Memori,375,psikological,2025,12,03-03-2025,Tersedia,Penelitian tentang fenomena deja vu dan kemungkinannya terkait dengan ingatan dari alam semesta paralel.,0
9780233191374,Data Mining untuk Analisis Pasar,Pakar Tren Konsumen,Algoritma Prediktif,500,teknologi,2022,15,09-09-2022,Tersedia,Teknik data mining untuk menemukan pola perilaku konsumen dan memprediksi tren pasar.,0
9780888901439,Pabrik Tua Bekas Pembantaian Massal,Investigator Paranormal,Jejak Darah Industri,370,horor,2024,9,28-04-2024,Tersedia,Sebuah pabrik tua yang angker ternyata menyimpan sejarah kelam pembantaian massal.,0
9787430026686,Pemburu Mafia Narkoba Lintas Benua,Agen Interpol Kobra,Jaringan Narkotika Global,440,aksi,2023,20,11-06-2023,Tersedia,Operasi gabungan interpol memburu gembong narkoba internasional yang sangat licin.,0
9786064950257,Peri Pelindung Hutan Kristal Ajaib,Sylphida Gemsparkle,Sihir Alam Murni,595,fantasi,2025,10,26-01-2025,Tersedia,Peri penjaga hutan kristal melawan kekuatan gelap yang ingin merusak keajaiban alam.,0
9789471944639,Kumpulan Cerita Humor Kantor HRD,Bu Bos Galak Lucu,Rekrutmen Kocak,270,comedi,2022,25,24-12-2022,Tersedia,Kejadian-kejadian lucu dan aneh di departemen HRD sebuah perusahaan.,0
9785643695918,Tukang Daging dari Neraka,Hell's Butcher,Potongan Tubuh Segar,330,gore,2024,0,13-05-2024,Kosong,Sosok misterius berjubah tukang daging muncul dan menebar teror dengan kapaknya.,0
9788199371725,Cinta Kilat di Aplikasi Kencan Online,Swipe Right Love,Roman Digital Modern,355,romantis,2023,18,08-10-2023,Tersedia,Dua orang menemukan cinta sejati melalui aplikasi kencan online meski awalnya penuh keraguan.,0
9783688959563,Eksperimen Teleportasi Antar Planet Gagal Total,Dr. Warp Disaster,Portal Rusak,560,scifi,2025,8,14-02-2025,Tersedia,Eksperimen teleportasi antar planet yang gagal mengakibatkan makhluk aneh muncul di Bumi.,0
9784137208726,Tukang Cukur Langganan Presiden,Pak Pangkas Istana,Gunting Emas Cerita,100,slice of life,2022,30,02-07-2022,Tersedia,Kisah unik dan rahasia di balik kursi cukur langganan presiden.,0
9782325559670,Tragedi Cinta Terlarang Pewaris Perkebunan,Nona Victoria Kolonial,Asmara Di Bawah Penjajahan,465,drama,2024,7,09-03-2024,Tersedia,Kisah cinta tragis antara noni Belanda dan pribumi di era kolonial yang berakhir pilu.,0
9781450880178,Deep Learning untuk Pengenalan Wajah,Dr. Visi Komputer,AI Vision Press,470,teknologi,2024,15,18-01-2024,Tersedia,Implementasi deep learning untuk sistem pengenalan wajah yang akurat dan cepat.,0
9782178793434,Apartemen Berhantu di Lantai Atas,Penghuni Gaib,Koridor Gelap Publishing,385,horor,2023,6,08-08-2023,Tersedia,Pasangan baru pindah ke apartemen mewah yang ternyata lantai atasnya berhantu.,0
9782773993019,Tim Elit Penyelamat dari Serangan Alien,Komandan Tempur X,Invasi Bumi Defend,445,aksi,2025,19,22-03-2025,Tersedia,Tim khusus dibentuk untuk melawan invasi alien yang mengancam menghancurkan Bumi.,0
9782463821631,Negeri Ajaib Para Peri Hutan Pelangi,Ratu Flora Dewdrop,Sihir Alam Semesta,600,fantasi,2022,11,14-07-2022,Tersedia,Petualangan di negeri peri yang hutannya mengeluarkan cahaya pelangi dan penuh keajaiban.,0
9783516096901,Kumpulan Cerita Lucu Supir Angkot,Bang Supir Kocak,Terminal Tawa,275,comedi,2024,26,09-04-2024,Tersedia,Pengalaman-pengalaman lucu dan unik seorang supir angkot dalam melayani penumpangnya.,0
9782668877901,Pembedahan Otak oleh Dokter Psikopat,Dr. Neuro Cutter,Lobotomy Maut,335,gore,2023,3,29-09-2023,Tersedia,Seorang ahli bedah saraf terkenal ternyata adalah psikopat yang melakukan eksperimen mengerikan.,0
9788526496110,Cinta Terhalang Kasta di Kerajaan Jawa Kuno,Raden Mas Asmoro,Roman Sejarah Nusantara,360,romantis,2025,17,04-01-2025,Tersedia,Kisah cinta tragis antara pangeran dan gadis desa yang terhalang perbedaan kasta.,0
9781012368345,Peradaban Manusia di Bawah Kubah Mars,Kolonis Merah,Planet Harapan Baru,565,scifi,2022,10,26-11-2022,Tersedia,Kehidupan manusia di dalam kubah raksasa di planet Mars setelah Bumi tidak bisa dihuni.,0
9788555235580,Skandal Perselingkuhan CEO dengan Sekretaris,Investigator Swasta,Panas Dingin Korporat,470,drama,2023,7,17-06-2023,Tersedia,Terbongkarnya skandal perselingkuhan CEO perusahaan besar yang menggemparkan.,0
9789184158299,Mengatasi Fobia Sosial dengan Terapi Kognitif,Dr. Berani Bicara,Zona Nyaman Press,385,psikological,2025,13,12-02-2025,Tersedia,Panduan praktis mengatasi fobia sosial dan meningkatkan kepercayaan diri dengan terapi perilaku kognitif.,0
9784191323554,Pulau Boneka Arwah di Tengah Samudra,Pelaut Terkutuk,Laut Berkabut Hantu,390,horor,2024,0,29-01-2024,Kosong,Kisah mengerikan para pelaut yang terdampar di pulau terpencil yang dipenuhi boneka berarwah.,0
9783485560389,Agen Ganda di Sarang Teroris Internasional,Alex Double Agent,Misi Penyamaran Global,450,aksi,2023,19,02-07-2023,Tersedia,Seorang agen ganda menyusup ke organisasi teroris untuk membongkar rencana jahat mereka.,0
9784828916665,Kerajaan Satwa Ajaib Penjaga Hutan Purba,Raja Simba Perkasa,Sihir Fauna Fantasi,605,fantasi,2025,12,13-04-2025,Tersedia,Para satwa ajaib dengan kemampuan sihir bersatu melindungi hutan purba dari kehancuran.,0
9786816620039,Kumpulan Cerita Gokil Salah Alamat,Kurir Linglung,Paket Nyasar Lucu,280,comedi,2022,27,06-10-2022,Tersedia,Kejadian-kejadian lucu akibat salah alamat yang dialami seorang kurir pengantar paket.,0
9786671111289,Koleksi Video Snuff Ilegal di Deep Web,Detektif Cyber Crime,Jejak Digital Berdarah,340,gore,2024,4,22-05-2024,Tersedia,Investigasi polisi siber mengungkap jaringan pembuatan dan penjualan video penyiksaan di deep web.,0
9785723617067,Federasi Planet-Planet Melawan Invasi Robotik,Presiden Galaktika Bersatu,Aliansi Bintang,570,scifi,2025,10,07-02-2025,Tersedia,Gabungan planet-planet membentuk aliansi untuk melawan invasi ras robotik yang superior.,0
9780615803856,Konflik Warisan Keluarga Seniman Ternama,Kurator Seni Gelap,Galeri Intrik,475,drama,2024,7,11-01-2024,Tersedia,Perebutan warisan lukisan mahal seorang seniman legendaris di antara para ahli warisnya.,0
9789357222697,Memori Fotografis dan Kemampuan Super Otak,Prof. Savant Genius,Kapasitas Kognitif,390,psikological,2023,13,24-08-2023,Tersedia,Studi kasus dan penelitian tentang orang-orang dengan kemampuan memori fotografis luar biasa.,0
9784043883457,Sistem Operasi Real-Time untuk Robot Industri,Kernel Presisi,Otomasi Pabrik,510,teknologi,2025,15,08-03-2025,Tersedia,Pengembangan sistem operasi khusus untuk mengendalikan robot industri dengan presisi tinggi.,0
9788977362062,Legenda Nyi Roro Kidul Versi Modern,Ratu Pantai Selatan Milenial,Mitos Urban Laut,395,horor,2022,8,13-11-2022,Tersedia,Interpretasi modern legenda Nyi Roro Kidul yang meneror para wisatawan di pantai selatan.,0
9786123605473,Pasukan Berani Mati Melawan Diktator Kejam,Jenderal Pemberontak,Revolusi Berdarah,455,aksi,2024,20,01-04-2024,Tersedia,Perjuangan pasukan pemberontak menggulingkan rezim diktator yang telah berkuasa puluhan tahun.,0
9782242317651,Kerajaan Bawah Tanah Kaum Mole Man,Raja Galian Dalam,Dunia Gelap Fantasi,610,fantasi,2023,11,29-06-2023,Tersedia,Penemuan peradaban manusia tikus tanah yang hidup di bawah permukaan bumi.,0
9780737589051,Kumpulan Cerita Motivasi Gagal Jadi Sukses,Bangkit Dari Jatuh,Inspirasi Hidup,285,comedi,2025,28,25-01-2025,Tersedia,Cerita-cerita lucu namun inspiratif dari orang-orang yang gagal berkali-kali sebelum sukses.,0
9787947506400,Kamar Rahasia Penuh Koleksi Mengerikan,Kolektor Barang Aneh,Artefak Terkutuk,345,gore,2022,5,07-09-2022,Tersedia,Sebuah rumah tua menyimpan kamar rahasia berisi koleksi barang-barang mengerikan dari seluruh dunia.,0
9784286459577,Jodoh Tak Terduga di Kereta Api Senja,Penumpang Hati Sepi,Rel Cinta Takdir,370,romantis,2024,19,16-02-2024,Tersedia,Dua orang dengan latar belakang berbeda bertemu di kereta api dan menemukan kecocokan.,0
9780754670683,Pemberontakan Android di Kota Masa Depan,Unit Kesadaran Sintetis,Revolusi Robotik,575,scifi,2023,10,22-10-2023,Tersedia,Android dengan kesadaran penuh menuntut hak dan memberontak melawan manusia.,0
9780497491853,Pedagang Kaki Lima Naik Kelas,Pak Untung Inovatif,UKM Sukses Cerita,85,slice of life,2025,30,11-05-2025,Tersedia,Kisah sukses seorang pedagang kaki lima yang berhasil mengembangkan usahanya menjadi besar.,0
9781004124746,Konspirasi Pembunuhan Presiden Terbongkar,Agen Rahasia Negara,Jaringan Intelijen Gelap,480,drama,2022,6,05-07-2022,Tersedia,Seorang agen rahasia mengungkap konspirasi tingkat tinggi di balik upaya pembunuhan presiden.,0
9788711569011,Efek Musik Klasik Terhadap Kecerdasan Bayi,Dr. Mozart Junior,Stimulasi Otak Dini,395,psikological,2024,14,27-03-2024,Tersedia,Penelitian dampak mendengarkan musik klasik terhadap perkembangan kognitif bayi dan anak-anak.,0
9780762869925,Smart City: Integrasi Teknologi Perkotaan,Urbanis Inovator,Kota Masa Depan Cerdas,515,teknologi,2023,16,05-09-2023,Tersedia,Konsep dan implementasi teknologi pintar untuk menciptakan kota yang efisien dan berkelanjutan.,0
9784247223372,Kisah Akhir Zaman: Pertarungan Terakhir,Nabi Penutup Era,Wahyu Kiamat,650,fantasi,2025,5,30-04-2025,Tersedia,Interpretasi epik tentang akhir zaman dan pertarungan terakhir antara kebaikan dan kejahatan.,0
978623986543,Jejak Sang Pelukis,Rina Oktaviani,Lentera Pustaka,312,Fiksi,2021,5,Kisah Seorang Pelukis Muda,2025-06-04,Tersedia,0
